path	1
T	11
cut	45
Partition 0	15,16,59,14,23,24,56,46
Partition 1	18,44,81,73,76,47,53,69,78
Partition 2	87,7,75,31,34,57,84,80,89
Partition 3	4,82,54,20,30,42,65,49,86
Partition 4	67,39,43,61,70,63,51,25,77
Partition 5	21,29,35,71,36
Partition 6	11,52,22,41,38,74,83
Partition 7	0,66,2,8,37,19,60,27,13,88
Partition 8	1,3,55,12,45,40,72,28
Partition 9	10,5,6,48,62,68,50,58
Partition 11	26,32
Partition 12	9
Partition 13	79
Partition 14	85
Partition 16	17
Partition 17	64,33
path	2
T	11
cut	32
Partition 0	15,16,59,14,23,24,17,56,46
Partition 1	18,44,81,73,76,47,53,69,78
Partition 2	7,26,75,31,34,57,84,80,89
Partition 3	4,82,54,20,30,42,65,49,86
Partition 4	67,39,43,61,70,63,51,25,77
Partition 5	21,87,85,32,35,71,36
Partition 6	11,52,64,33,22,41,38,74,83
Partition 7	0,66,8,37,19,60,27,13,88
Partition 8	1,3,55,9,12,45,40,72,28
Partition 9	10,5,6,2,48,62,68,50,58
Partition 10	29
Partition 11	79
path	3
T	9
cut	32
Partition 0	15,16,59,14,79,23,24,17,56,46
Partition 1	18,44,81,73,76,47,53,69,78
Partition 2	7,26,75,31,34,57,84,80,89
Partition 3	4,82,54,20,30,42,65,49,86
Partition 4	67,43,61,70,63,51,25,77
Partition 5	87,29,85,32,35,71
Partition 6	21,11,52,64,33,22,41,38,74,83
Partition 7	0,66,8,37,19,60,27,13,88
Partition 8	1,3,55,9,12,45,40,72,28
Partition 9	10,5,6,2,48,62,68,36,50,58
Partition 12	39
