path	1
T	NA
cut	37
Partition 0	7,12,61,86,17,80,39,48,36
Partition 1	63,78,23,28,68,97,34,44
Partition 2	9,14,25,79,43,53,85,75
Partition 3	1,45,29,91,99,81,90,82,58
Partition 4	67,16,18,21,76,66,70,87
Partition 5	3,65,6,24,20,0,50,95
Partition 6	2,38,51,5,15,47,8,56
Partition 7	4,55,13,94,46,88,57,19
Partition 8	84,32,33,96,35,22,93,64,83
Partition 9	11,26,49,62,89,98,92,54
Partition 10	71,30,41,37,72,60,52,73
Partition 11	10,77,40,27,69,31,42,59,74
path	2
T	NA
cut	37
Partition 0	7,12,61,86,17,80,39,48,36
Partition 1	63,78,23,28,68,97,34,44
Partition 2	9,14,25,79,43,53,85,75
Partition 3	1,45,29,91,99,81,90,82,58
Partition 4	67,16,18,21,76,66,70,87
Partition 5	3,65,6,24,20,0,50,95
Partition 6	2,38,51,5,15,47,8,56
Partition 7	4,55,13,94,46,88,57,19
Partition 8	84,32,33,96,35,22,93,64,83
Partition 9	11,26,49,62,89,98,92,54
Partition 10	71,30,41,37,72,60,52,73
Partition 11	10,77,40,27,69,31,42,59,74
path	3
T	NA
cut	37
Partition 0	7,12,61,86,17,80,39,48,36
Partition 1	63,78,23,28,68,97,34,44
Partition 2	9,14,25,79,43,53,85,75
Partition 3	1,45,29,91,99,81,90,82,58
Partition 4	67,16,18,21,76,66,70,87
Partition 5	3,65,6,24,20,0,50,95
Partition 6	2,38,51,5,15,47,8,56
Partition 7	4,55,13,94,46,88,57,19
Partition 8	84,32,33,96,35,22,93,64,83
Partition 9	11,26,49,62,89,98,92,54
Partition 10	71,30,41,37,72,60,52,73
Partition 11	10,77,40,27,69,31,42,59,74
