sol	1
T	2
cut	4
Partition 0	392,380,387,388,391,386
Partition 1	382,383,389,381,390
Partition 2	378,384,379,385
sol	2
T	2
cut	4
Partition 0	392,380,387,388,391
Partition 1	382,383,389,381,390,386
Partition 2	378,384,379,385
sol	3
T	2
cut	5
Partition 0	392,387,388,391,386
Partition 1	382,383,389,381,390,380
Partition 2	378,384,379,385
sol	4
T	2
cut	5
Partition 0	392,387,388,391,386
Partition 1	382,383,389,381,390
Partition 2	378,384,379,385,380
sol	5
T	2
cut	5
Partition 0	392,387,388,391
Partition 1	382,383,389,381,390,386
Partition 2	378,384,379,385,380
sol	6
T	2
cut	4
Partition 0	392,380,387,388,391,383,386
Partition 1	382,389,381,390
Partition 2	378,384,379,385
sol	7
T	2
cut	4
Partition 0	392,380,387,388,391,389,390
Partition 1	382,383,381
Partition 2	378,384,379,385,386
sol	8
T	2
cut	4
Partition 0	392,380,387,388,391,390
Partition 1	382,383,381
Partition 2	378,384,379,385,386,389
sol	9
T	2
cut	4
Partition 0	392,380,387,388,391
Partition 1	382,383,381
Partition 2	378,384,379,385,386,389,390
sol	10
T	2
cut	5
Partition 0	392,380,387,388,391,386
Partition 1	382,383,389,390
Partition 2	378,384,379,385,381
sol	11
T	2
cut	4
Partition 0	392,380,387,388,391,385,386
Partition 1	382,383,389,381,390
Partition 2	378,384,379
sol	12
T	2
cut	4
Partition 0	392,380,387,388,391
Partition 1	382,383,389,381,390,385,386
Partition 2	378,384,379
sol	13
T	2
cut	4
Partition 0	392,380,387,388,391,386,390
Partition 1	382,383,389,381
Partition 2	378,384,379,385
sol	14
T	2
cut	4
Partition 0	392,380,387,388,391,390
Partition 1	382,383,389,381,386
Partition 2	378,384,379,385
sol	15
T	2
cut	5
Partition 0	392,388,391,386
Partition 1	382,383,389,381,390,380,387
Partition 2	378,384,379,385
sol	16
T	2
cut	5
Partition 0	392,388,391,386
Partition 1	382,383,389,381,390
Partition 2	378,384,379,385,380,387
sol	17
T	2
cut	5
Partition 0	392,388,391
Partition 1	382,383,389,381,390,386
Partition 2	378,384,379,385,380,387
sol	18
T	2
cut	5
Partition 0	392,387,388,391,383,386
Partition 1	382,389,381,390,380
Partition 2	378,384,379,385
sol	19
T	2
cut	5
Partition 0	392,387,388,391,383,386
Partition 1	382,389,381,390
Partition 2	378,384,379,385,380
sol	20
T	2
cut	5
Partition 0	392,387,388,391,389,390
Partition 1	382,383,381,380
Partition 2	378,384,379,385,386
sol	21
T	2
cut	5
Partition 0	392,387,388,391,390
Partition 1	382,383,381,380
Partition 2	378,384,379,385,386,389
sol	22
T	2
cut	5
Partition 0	392,387,388,391
Partition 1	382,383,381,380
Partition 2	378,384,379,385,386,389,390
sol	23
T	2
cut	5
Partition 0	392,387,388,391,389,390
Partition 1	382,383,381
Partition 2	378,384,379,385,386,380
sol	24
T	2
cut	6
Partition 0	392,387,388,391,386
Partition 1	382,383,389,390
Partition 2	378,384,379,385,380,381
sol	25
T	2
cut	5
Partition 0	392,387,388,391,385,386
Partition 1	382,383,389,381,390,380
Partition 2	378,384,379
sol	26
T	2
cut	5
Partition 0	392,387,388,391,385,386
Partition 1	382,383,389,381,390
Partition 2	378,384,379,380
sol	27
T	2
cut	5
Partition 0	392,387,388,391
Partition 1	382,383,389,381,390,385,386
Partition 2	378,384,379,380
sol	28
T	2
cut	5
Partition 0	392,387,388,391,386,390
Partition 1	382,383,389,381,380
Partition 2	378,384,379,385
sol	29
T	2
cut	5
Partition 0	392,387,388,391,386,390
Partition 1	382,383,389,381
Partition 2	378,384,379,385,380
sol	30
T	2
cut	5
Partition 0	392,387,388,391,390
Partition 1	382,383,389,381,386
Partition 2	378,384,379,385,380
sol	31
T	2
cut	5
Partition 0	392,380,387,388,391,383,386
Partition 1	382,389,390
Partition 2	378,384,379,385,381
sol	32
T	2
cut	5
Partition 0	392,380,387,388,391,389,390
Partition 1	382,383,381,378
Partition 2	384,379,385,386
sol	33
T	2
cut	5
Partition 0	392,380,387,388,391,389,390
Partition 1	382,383,381,379
Partition 2	378,384,385,386
sol	34
T	2
cut	4
Partition 0	392,380,387,388,391,389,390
Partition 1	382,383,381,386
Partition 2	378,384,379,385
sol	35
T	2
cut	4
Partition 0	392,380,387,388,391,386,390
Partition 1	382,383,381
Partition 2	378,384,379,385,389
sol	36
T	2
cut	4
Partition 0	392,380,387,388,391,386
Partition 1	382,383,381
Partition 2	378,384,379,385,389,390
sol	37
T	2
cut	5
Partition 0	392,380,387,388,391,385,386
Partition 1	382,383,389,390
Partition 2	378,384,379,381
sol	38
T	2
cut	5
Partition 0	392,380,387,388,391,386,390
Partition 1	382,383,389
Partition 2	378,384,379,385,381
sol	39
T	2
cut	4
Partition 0	392,380,387,388,391,390
Partition 1	382,383,389,381,385,386
Partition 2	378,384,379
sol	40
T	1
cut	4
Partition 0	380,387,388,381
Partition 1	382,383,389,390,392,391,386
Partition 2	378,384,379,385
sol	41
T	1
cut	4
Partition 0	380,387,388
Partition 1	382,383,389,390,392,391,386
Partition 2	378,384,379,385,381
sol	42
T	2
cut	5
Partition 0	392,388,391,383,386
Partition 1	382,389,381,390,380,387
Partition 2	378,384,379,385
sol	43
T	2
cut	5
Partition 0	392,388,391,383,386
Partition 1	382,389,381,390
Partition 2	378,384,379,385,380,387
sol	44
T	2
cut	5
Partition 0	392,388,391,389,390
Partition 1	382,383,381,380,387
Partition 2	378,384,379,385,386
sol	45
T	2
cut	5
Partition 0	392,388,391,390
Partition 1	382,383,381,380,387
Partition 2	378,384,379,385,386,389
sol	46
T	2
cut	5
Partition 0	392,388,391
Partition 1	382,383,381,380,387
Partition 2	378,384,379,385,386,389,390
sol	47
T	2
cut	5
Partition 0	392,388,391,389,390
Partition 1	382,383,381
Partition 2	378,384,379,385,386,380,387
sol	48
T	2
cut	5
Partition 0	392,391,386
Partition 1	382,383,389,381,390
Partition 2	378,384,379,385,380,387,388
sol	49
T	2
cut	6
Partition 0	392,388,391,386
Partition 1	382,383,389,390
Partition 2	378,384,379,385,380,387,381
sol	50
T	2
cut	5
Partition 0	392,388,391,385,386
Partition 1	382,383,389,381,390,380,387
Partition 2	378,384,379
sol	51
T	2
cut	5
Partition 0	392,388,391,385,386
Partition 1	382,383,389,381,390
Partition 2	378,384,379,380,387
sol	52
T	2
cut	5
Partition 0	392,388,391
Partition 1	382,383,389,381,390,385,386
Partition 2	378,384,379,380,387
sol	53
T	2
cut	5
Partition 0	392,388,391,386,390
Partition 1	382,383,389,381,380,387
Partition 2	378,384,379,385
sol	54
T	2
cut	5
Partition 0	392,388,391,386,390
Partition 1	382,383,389,381
Partition 2	378,384,379,385,380,387
sol	55
T	2
cut	5
Partition 0	392,388,391,390
Partition 1	382,383,389,381,386
Partition 2	378,384,379,385,380,387
sol	56
T	2
cut	5
Partition 0	392,387,388,391,389,390
Partition 1	382,381,380
Partition 2	378,384,379,385,386,383
sol	57
T	2
cut	5
Partition 0	392,387,388,391,390
Partition 1	382,381,380
Partition 2	378,384,379,385,386,383,389
sol	58
T	2
cut	6
Partition 0	392,387,388,391,383,386
Partition 1	382,389,390
Partition 2	378,384,379,385,380,381
sol	59
T	2
cut	5
Partition 0	392,387,388,391,383,385,386
Partition 1	382,389,381,390,380
Partition 2	378,384,379
sol	60
T	2
cut	5
Partition 0	392,387,388,391,383,385,386
Partition 1	382,389,381,390
Partition 2	378,384,379,380
sol	61
T	2
cut	5
Partition 0	392,387,388,391,383,386,390
Partition 1	382,389,381,380
Partition 2	378,384,379,385
sol	62
T	2
cut	5
Partition 0	392,387,388,391,383,386,390
Partition 1	382,389,381
Partition 2	378,384,379,385,380
sol	63
T	2
cut	6
Partition 0	392,387,388,391,389,390
Partition 1	382,383,381,380,378
Partition 2	384,379,385,386
sol	64
T	2
cut	6
Partition 0	392,387,388,391,389,390
Partition 1	382,383,381,380,379
Partition 2	378,384,385,386
sol	65
T	2
cut	5
Partition 0	392,387,388,391,389,390
Partition 1	382,383,381,380,386
Partition 2	378,384,379,385
sol	66
T	2
cut	5
Partition 0	392,387,388,391,386,390
Partition 1	382,383,381,380
Partition 2	378,384,379,385,389
sol	67
T	2
cut	5
Partition 0	392,387,388,391,386
Partition 1	382,383,381,380
Partition 2	378,384,379,385,389,390
sol	68
T	2
cut	5
Partition 0	392,387,388,391,389,390
Partition 1	382,383,381,386
Partition 2	378,384,379,385,380
sol	69
T	2
cut	5
Partition 0	392,387,388,391,386,390
Partition 1	382,383,381
Partition 2	378,384,379,385,380,389
sol	70
T	2
cut	5
Partition 0	392,387,388,391,386
Partition 1	382,383,381
Partition 2	378,384,379,385,380,389,390
sol	71
T	2
cut	6
Partition 0	392,387,388,391,385,386
Partition 1	382,383,389,390
Partition 2	378,384,379,380,381
sol	72
T	2
cut	6
Partition 0	392,387,388,391,386,390
Partition 1	382,383,389
Partition 2	378,384,379,385,380,381
sol	73
T	2
cut	5
Partition 0	392,387,388,391,385,386,390
Partition 1	382,383,389,381,380
Partition 2	378,384,379
sol	74
T	2
cut	5
Partition 0	392,387,388,391,385,386,390
Partition 1	382,383,389,381
Partition 2	378,384,379,380
sol	75
T	2
cut	5
Partition 0	392,387,388,391,390
Partition 1	382,383,389,381,385,386
Partition 2	378,384,379,380
sol	76
T	2
cut	5
Partition 0	392,380,387,388,391,389,390
Partition 1	382,381,378
Partition 2	384,379,385,386,383
sol	77
T	2
cut	5
Partition 0	392,380,387,388,391,389,390
Partition 1	382,381,379
Partition 2	378,384,385,386,383
sol	78
T	2
cut	4
Partition 0	392,380,387,388,391
Partition 1	382,389,381,390,378,384,379
Partition 2	385,386,383
sol	79
T	2
cut	5
Partition 0	392,380,387,388,391,386,390
Partition 1	382,383,381,378
Partition 2	384,379,385,389
sol	80
T	2
cut	5
Partition 0	392,380,387,388,391,386
Partition 1	382,383,381,378
Partition 2	384,379,385,389,390
sol	81
T	2
cut	5
Partition 0	392,380,387,388,391,389,390
Partition 1	382,383,386
Partition 2	378,384,379,385,381
sol	82
T	2
cut	5
Partition 0	392,380,387,388,391,386,390
Partition 1	382,383,381,379
Partition 2	378,384,385,389
sol	83
T	2
cut	5
Partition 0	392,380,387,388,391,386
Partition 1	382,383,381,379
Partition 2	378,384,385,389,390
sol	84
T	2
cut	4
Partition 0	392,380,387,388,391,389,390
Partition 1	382,383,381,385,386
Partition 2	378,384,379
sol	85
T	2
cut	4
Partition 0	392,380,387,388,391,385,386
Partition 1	382,383,381
Partition 2	378,384,379,389,390
sol	86
T	2
cut	5
Partition 0	387,388,381
Partition 1	382,383,389,390,392,391,386
Partition 2	378,384,379,385,380
sol	87
T	2
cut	5
Partition 0	380,387,388,382,383,381
Partition 1	389,390,392,391
Partition 2	378,384,379,385,386
sol	88
T	2
cut	5
Partition 0	380,387,388,382,381
Partition 1	389,390,392,391
Partition 2	378,384,379,385,386,383
sol	89
T	2
cut	5
Partition 0	380,387,388,381
Partition 1	389,390,392,391
Partition 2	378,384,379,385,386,382,383
sol	90
T	2
cut	5
Partition 0	380,387,388,391,383
Partition 1	382,389,381,390,378,384,379
Partition 2	385,386,392
sol	91
T	2
cut	4
Partition 0	380,387,388,391
Partition 1	382,389,381,390,378,384,379
Partition 2	385,386,392,383
sol	92
T	2
cut	5
Partition 0	380,387,388,378,384,379
Partition 1	382,383,389,381,390,391
Partition 2	385,386,392
sol	93
T	2
cut	5
Partition 0	380,387,388,378,384,379
Partition 1	382,383,389,381,390
Partition 2	385,386,392,391
sol	94
T	2
cut	5
Partition 0	380,387,388,378
Partition 1	382,383,389,381,390,384,379
Partition 2	385,386,392,391
sol	95
T	2
cut	5
Partition 0	380,387,388,379
Partition 1	382,383,389,381,390,378,384
Partition 2	385,386,392,391
sol	96
T	2
cut	4
Partition 0	380,387,388,391,390
Partition 1	382,383,389,381,378,384,379
Partition 2	385,386,392
sol	97
T	2
cut	5
Partition 0	380,387,388,378,381
Partition 1	382,383,389,390,392,391,386
Partition 2	384,379,385
sol	98
T	2
cut	5
Partition 0	380,387,388,378
Partition 1	382,383,389,390,392,391,386
Partition 2	384,379,385,381
sol	99
T	2
cut	5
Partition 0	380,387,381
Partition 1	382,383,389,390,392,391,386
Partition 2	378,384,379,385,388
sol	100
T	2
cut	5
Partition 0	380,387,388,381,379
Partition 1	382,383,389,390,392,391,386
Partition 2	378,384,385
sol	101
T	2
cut	5
Partition 0	380,387,388,379
Partition 1	382,383,389,390,392,391,386
Partition 2	378,384,385,381
sol	102
T	2
cut	5
Partition 0	380,387,388,381,385
Partition 1	382,383,389,390,392,391,386
Partition 2	378,384,379
sol	103
T	2
cut	5
Partition 0	380,387,388,385
Partition 1	382,383,389,390,392,391,386
Partition 2	378,384,379,381
sol	104
T	2
cut	6
Partition 0	392,387,388,391,383,386
Partition 1	389,390,380
Partition 2	378,384,379,385,382,381
sol	105
T	2
cut	6
Partition 0	392,387,388,391,386
Partition 1	389,390,380
Partition 2	378,384,379,385,382,383,381
sol	106
T	2
cut	5
Partition 0	392,388,391,389,390
Partition 1	382,381,380,387
Partition 2	378,384,379,385,386,383
sol	107
T	2
cut	5
Partition 0	392,388,391,390
Partition 1	382,381,380,387
Partition 2	378,384,379,385,386,383,389
sol	108
T	2
cut	5
Partition 0	392,391,383,386
Partition 1	382,389,381,390,380,387,388
Partition 2	378,384,379,385
sol	109
T	2
cut	5
Partition 0	392,391,383,386
Partition 1	382,389,381,390
Partition 2	378,384,379,385,380,387,388
sol	110
T	2
cut	6
Partition 0	392,388,391,383,386
Partition 1	382,389,390
Partition 2	378,384,379,385,380,387,381
sol	111
T	2
cut	5
Partition 0	392,388,391,383,385,386
Partition 1	382,389,381,390,380,387
Partition 2	378,384,379
sol	112
T	2
cut	5
Partition 0	392,388,391,383,385,386
Partition 1	382,389,381,390
Partition 2	378,384,379,380,387
sol	113
T	2
cut	5
Partition 0	392,388,391,383,386,390
Partition 1	382,389,381,380,387
Partition 2	378,384,379,385
sol	114
T	2
cut	5
Partition 0	392,388,391,383,386,390
Partition 1	382,389,381
Partition 2	378,384,379,385,380,387
sol	115
T	2
cut	6
Partition 0	392,388,391,389,390
Partition 1	382,383,381,380,387,378
Partition 2	384,379,385,386
sol	116
T	2
cut	5
Partition 0	392,391,389,390
Partition 1	382,383,381,380,387,388
Partition 2	378,384,379,385,386
sol	117
T	2
cut	5
Partition 0	392,391,390
Partition 1	382,383,381,380,387,388
Partition 2	378,384,379,385,386,389
sol	118
T	2
cut	6
Partition 0	392,388,391,389,390
Partition 1	382,383,381,380,387,379
Partition 2	378,384,385,386
sol	119
T	2
cut	5
Partition 0	392,388,391,389,390
Partition 1	382,383,381,380,387,386
Partition 2	378,384,379,385
sol	120
T	2
cut	5
Partition 0	392,388,391,386,390
Partition 1	382,383,381,380,387
Partition 2	378,384,379,385,389
sol	121
T	2
cut	5
Partition 0	392,388,391,386
Partition 1	382,383,381,380,387
Partition 2	378,384,379,385,389,390
sol	122
T	2
cut	5
Partition 0	392,388,391,389,390
Partition 1	382,383,381,386
Partition 2	378,384,379,385,380,387
sol	123
T	2
cut	5
Partition 0	392,388,391,386,390
Partition 1	382,383,381
Partition 2	378,384,379,385,380,387,389
sol	124
T	2
cut	5
Partition 0	392,391,385,386
Partition 1	382,383,389,381,390
Partition 2	378,384,379,380,387,388
sol	125
T	2
cut	5
Partition 0	392,391,386,390
Partition 1	382,383,389,381,380,387,388
