cut	31
Partition 0	0,4,54,60,72,82,80,98
Partition 1	1,13,46,48,30,68,99,14
Partition 2	27,70,23,10,24,41,79,86
Partition 3	9,47,50,62,12,76,96,95
Partition 4	2,20,16,8,21,89,29,53,90
Partition 5	17,39,64,97,40,75,77,88
Partition 6	5,7,18,25,81,31,34,51,61
Partition 7	3,19,35,55,59,71,91,87
Partition 8	15,33,52,58,36,94,67,84,93
Partition 9	6,26,32,42,65,69,85,66
Partition 10	44,11,22,28,37,43,63,73,78
Partition 11	38,74,45,49,56,92,57,83
