path	1
T	9
cut	32
Partition 0	15,16,14,23,24,17,56,46
Partition 1	18,44,81,76,47,53
Partition 2	7,26,59,75,31,34,57,84,80,89
Partition 3	4,82,54,20,30,42,65,49,86
Partition 4	67,39,43,61,70,63,51,25
Partition 5	21,87,79,29,85,32,35,71,36
Partition 6	11,52,64,33,22,41,38,74,83
Partition 7	0,66,8,37,19,60,27,13,88
Partition 8	1,3,55,9,12,45,40,72,28
Partition 9	10,5,6,2,48,62,68,50,58
Partition 11	69
Partition 12	77
Partition 15	73,78
path	2
T	12
cut	34
Partition 0	15,16,59,14,23,24,17,56,46
Partition 1	44,81,76,47,53
Partition 2	7,26,18,75,31,34,57,84,80,89
Partition 3	4,82,54,20,30,42,65,49,86
Partition 4	43,61,70,63,51
Partition 5	21,87,79,29,85,32,35,71,36
Partition 6	11,52,64,33,22,41,38,74,83
Partition 7	0,66,8,37,19,60,27,13,88
Partition 8	1,3,55,9,12,45,40,72,28
Partition 9	10,5,6,2,48,62,68,50,58
Partition 11	69
Partition 12	39,73
Partition 13	25
Partition 15	77
Partition 16	67
Partition 17	78
path	3
T	10
cut	32
Partition 0	15,16,59,14,23,24,17,56,46
Partition 1	18,44,81,73,76,47,53,78
Partition 2	7,26,75,34,57,84,80
Partition 3	4,82,54,20,30,42,65,49,86
Partition 4	67,31,39,43,70,63,51,25,77
Partition 5	21,87,79,29,85,32,35,71,36
Partition 6	11,52,64,33,22,41,38,74,83
Partition 7	0,66,8,37,19,60,27,13,88
Partition 8	1,3,55,9,12,45,40,72,28
Partition 9	10,5,6,2,48,62,68,50,58
Partition 10	89
Partition 11	61
Partition 12	69
