path	1
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	2
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	3
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	4
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	5
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	6
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	7
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	8
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	9
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
path	10
T	4
cut	33
Partition 0	618,619,641,643,644
Partition 1	601,621,642,645,602,646
Partition 2	605,608,606,607,630
Partition 3	616,604,628,617,629,600
Partition 4	603,647,649,648,650,651
Partition 5	636,637,638,639,640
Partition 6	609,610,631,623,632,622
Partition 7	620,634,635,624,633,625
Partition 8	613,612,614,615,626,627
Partition 9	658,659,660,661,662,611
Partition 10	653,654,652,655,656,657
