path	1
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	2
T	3
cut	7
Partition 0	817,798,808,815,816,807,803
Partition 1	805,796,806,809
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	3
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	4
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806,802
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811
path	5
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	6
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	7
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802,803
path	8
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
path	9
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806,802
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811
path	10
T	3
cut	7
Partition 0	817,798,808,815,816,809
Partition 1	805,803,807,796,806
Partition 2	804,812,813,814,797
Partition 3	800,801,799,810,811,802
