path	1
T	NA
cut	39
Partition 0	2,20,35,83,21,47,62,59,68
Partition 1	50,6,37,10,11,34,63,73,60
Partition 2	4,44,82,48,66,49,87,57,67
Partition 3	9,16,31,32,77,30,65,61,14
Partition 4	23,53,33,42,78,45,70,56,84
Partition 5	3,22,36,5,54,75,51,39,74
Partition 6	52,12,24,26,41,13,46,81
Partition 7	7,38,8,28,18,43,25,71,55
Partition 8	19,15,27,76,40,88,80,79,0
Partition 9	1,85,17,69,86,29,64
Partition 10	72
Partition 11	89,58
path	2
T	NA
cut	40
Partition 0	2,20,35,83,21,47,62,59,68
Partition 1	50,6,37,10,11,34,63,73,60
Partition 2	4,44,82,48,66,49,87,57,67
Partition 3	9,16,31,32,77,30,65,61,14
Partition 4	23,53,33,42,78,45,70,56,84
Partition 5	3,22,36,5,54,75,51,39,74
Partition 6	52,12,24,26,41,13,46,81
Partition 7	7,38,8,28,18,43,25,71,55
Partition 8	19,15,27,76,40,88,80,79,0
Partition 9	1,85,89,86,29,58,64
Partition 12	72
Partition 13	17
Partition 15	69
path	3
T	NA
cut	39
Partition 0	2,20,35,83,21,47,62,59,68
Partition 1	50,6,37,10,11,34,63,73,60
Partition 2	4,44,72,82,48,66,49,87,57,67
Partition 3	16,31,32,77,30,65,61,14
Partition 4	23,53,33,42,78,45,70,56,84
Partition 5	3,22,36,5,54,75,51,39,74
Partition 6	52,12,24,26,41,13,46,81
Partition 7	7,38,8,28,18,43,25,71,55
Partition 8	19,15,27,76,40,88,58,80,79,0
Partition 9	1,85,17,69,86,29,64
Partition 13	9
Partition 14	89
