path	1
T	NA
cut	67
Partition 0	76,74,75,71,84,73,69,77
Partition 1	39,40,41,43,72,21,44,70
Partition 2	11,9,10,8,12,13,14,15,16
Partition 3	52,54,55,53,49,50,51
Partition 4	46,58,56,57,59,45,47,48
Partition 5	6,5,7,26,24,23,25,27
Partition 6	18,17,20,36,38,22,60,34,19
Partition 7	89,0,88,86,42,87,83,85
Partition 8	32,31,29,33,35,37,30,28
Partition 9	2,3,4,1,81,82,79,78,80
Partition 10	65,63,64,66,68,62,67,61
path	2
T	NA
cut	67
Partition 0	76,74,75,71,84,73,69,77
Partition 1	39,40,41,43,72,21,44,70
Partition 2	11,9,10,8,12,13,14,15,16
Partition 3	52,54,55,53,49,50,51
Partition 4	46,58,56,57,59,45,47,48
Partition 5	6,5,7,26,24,23,25,27
Partition 6	18,17,20,36,38,22,60,34,19
Partition 7	89,0,88,86,42,87,83,85
Partition 8	32,31,29,33,35,37,30,28
Partition 9	2,3,4,1,81,82,79,78,80
Partition 10	65,63,64,66,68,62,67,61
path	3
T	NA
cut	67
Partition 0	76,74,75,71,84,73,69,77
Partition 1	39,40,41,43,72,21,44,70
Partition 2	11,9,10,8,12,13,14,15,16
Partition 3	52,54,55,53,49,50,51
Partition 4	46,58,56,57,59,45,47,48
Partition 5	6,5,7,26,24,23,25,27
Partition 6	18,17,20,36,38,22,60,34,19
Partition 7	89,0,88,86,42,87,83,85
Partition 8	32,31,29,33,35,37,30,28
Partition 9	2,3,4,1,81,82,79,78,80
Partition 10	65,63,64,66,68,62,67,61
