path	1
T	9
cut	37
Partition 0	14,25,79,28,68,97,43,70,75
Partition 1	9,67,16,18,21,76,53,85,87
Partition 2	1,45,86,29,91,99,39,48,82
Partition 3	3,24,7,63,80,23,0,50,44
Partition 4	65,6,78,20,34,81,90,58,95
Partition 5	2,38,51,47,8,12,61,17,36
Partition 6	32,33,96,35,22,93,57,19,64
Partition 7	4,55,5,15,84,46,88,56,83
Partition 8	10,77,40,27,69,31,66,42,59
Partition 9	71,13,30,41,37,72,60,52,73,74
Partition 10	11,26,49,62,89,94,98,92,54
path	2
T	9
cut	38
Partition 0	14,25,79,28,68,97,43,70,75
Partition 1	9,67,16,18,21,76,53,85,87
Partition 2	1,45,86,29,91,99,39,48,82
Partition 3	3,24,7,63,80,23,0,50,44
Partition 4	65,6,78,20,34,81,90,58,95
Partition 5	2,38,51,47,8,12,61,17,36
Partition 6	32,33,96,35,22,93,57,19,64
Partition 7	4,55,5,15,84,46,88,56,83
Partition 8	10,77,40,27,69,31,66,42,59
Partition 9	13,30,41,37,72,60,52,73,74
Partition 10	11,26,49,62,89,94,98,92,54
Partition 11	71
path	3
T	9
cut	40
Partition 0	14,25,79,28,68,97,43,70
Partition 1	9,67,16,18,21,76,53,85,87
Partition 2	1,45,86,29,91,99,39,48,82
Partition 3	3,24,7,63,80,23,0,50,44
Partition 4	65,6,78,20,34,81,90,58,95
Partition 5	2,38,51,47,8,12,61,17,36
Partition 6	32,33,96,35,22,93,57,19,64
Partition 7	4,55,5,15,84,46,88,56,83
Partition 8	10,77,40,27,69,31,66,42,59
Partition 9	13,30,41,37,72,60,52,73,74
Partition 10	11,26,49,62,89,94,98,92,54
Partition 15	75
Partition 16	71
