Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
7	0	28	lc	True	True	True	True	3	3	10	10
7	1	28	lc	True	True	True	True	3	3	10	10
7	2	28	lc	True	True	True	True	3	3	10	10
7	3	28	lc	True	True	True	True	3	3	10	10
7	4	28	lc	True	True	True	True	3	3	10	10
7	5	28	lc	True	True	True	True	3	3	10	10
7	6	28	lc	True	True	True	True	3	3	10	10
7	7	28	lc	True	True	True	True	3	3	10	10
7	8	28	lc	True	True	True	True	3	3	10	10
7	9	28	lc	True	True	True	True	3	3	10	10
7	10	28	lc	True	True	True	True	3	3	10	10
6	0	28	lc	True	True	True	True	3	3	9	9
6	1	28	lc	True	True	True	True	3	3	9	9
6	2	28	lc	True	True	True	True	3	3	9	9
6	3	28	lc	True	True	True	True	3	3	9	9
6	4	28	lc	True	True	True	True	3	3	9	9
6	5	28	lc	True	True	True	True	3	3	9	9
6	6	28	lc	True	True	True	True	3	3	9	9
6	7	28	lc	True	True	True	True	3	3	9	9
6	8	28	lc	True	True	True	True	3	3	9	9
6	9	28	lc	True	True	True	True	3	3	9	9
6	10	28	lc	True	True	True	True	3	3	9	9
4	5	28	lc	False	True	True	True	2	2	7	7
4	7	28	lc	False	True	True	True	2	2	7	7
4	9	28	lc	False	True	True	True	2	2	7	7
5	2	28	lc	True	True	True	True	3	2	8	8
5	3	28	lc	True	True	True	True	3	2	8	8
5	4	28	lc	True	True	True	True	3	2	8	8
5	5	28	lc	True	True	True	True	3	2	8	8
5	6	28	lc	True	True	True	True	3	2	8	8
5	7	28	lc	True	True	True	True	3	2	8	8
5	8	28	lc	True	True	True	True	3	2	8	8
5	9	28	lc	True	True	True	True	3	2	8	8
5	10	28	lc	True	True	True	True	3	2	8	8
